Student_ID,First_Name,Last_Name,Gender,Age,Department,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night
S4957,Ahmed,Brown,1,24,1,83.47,67.92,87.81,60.95,79.36,9.56,77.83,55.75,3.0,15.6,0,1,4,2,3,5.6
S4958,Ahmed,Johnson,0,19,0,95.6,87.1,50.5,68.08,50.83,4.44,94.28,77.41,3.0,27.9,1,1,0,1,10,4.6
S4959,Liam,Jones,0,18,2,98.62,68.96,46.87,89.5,70.44,4.99,53.17,74.35,4.0,27.9,0,1,3,2,6,4.6
S4960,Ahmed,Jones,1,23,1,74.85,63.19,77.38,86.95,59.34,7.81,53.37,92.36,4.0,29.8,1,1,1,1,9,7.1
S4961,Maria,Jones,1,23,2,61.72,71.57,63.92,78.83,98.36,2.85,85.09,63.73,1.0,17.2,0,1,1,2,2,4.6
S4962,Ali,Jones,0,23,2,59.69,80.55,43.59,57.24,79.14,2.91,88.4,71.31,1.0,9.2,0,1,2,1,2,6.8
S4963,Ahmed,Jones,0,21,2,61.15,83.61,61.33,90.16,93.4,7.75,71.68,80.24,0.0,27.2,0,1,3,1,7,5.0
S4964,Sara,Jones,1,19,1,85.43,61.4,86.31,65.38,59.78,1.29,67.62,75.86,4.0,19.9,0,1,3,2,4,8.3
S4965,Liam,Smith,1,23,2,52.02,74.28,76.91,88.58,90.5,8.23,63.9,97.75,0.0,23.7,0,1,3,1,1,4.2
S4966,Ahmed,Williams,1,24,3,52.57,94.59,61.77,82.38,70.74,6.25,61.72,98.03,2.0,9.1,0,1,4,2,6,5.9
S4967,Maria,Jones,0,24,1,80.41,98.58,51.51,63.21,58.88,5.39,95.6,54.08,3.0,13.0,1,1,4,1,9,7.8
S4968,Emma,Williams,1,22,1,82.1,53.63,77.91,60.62,88.06,2.29,64.76,64.89,4.0,11.9,0,1,1,1,10,7.7
S4969,Sara,Davis,0,22,1,83.26,51.57,93.25,56.55,88.1,7.86,82.4,50.38,0.0,19.0,1,1,0,2,6,4.7
S4970,Maria,Jones,1,19,1,68.59,80.6,78.78,62.1,99.79,8.05,89.35,70.89,3.0,29.9,0,1,3,2,6,5.0
S4971,Emma,Brown,0,21,1,,64.88,88.77,57.89,89.05,4.83,51.1,83.11,3.0,20.3,0,1,4,0,4,6.7
S4972,Omar,Jones,0,21,0,76.68,41.45,71.29,80.85,57.26,3.89,51.69,73.56,0.0,19.3,1,1,2,2,1,7.4
S4973,Omar,Johnson,0,18,3,55.27,60.81,83.08,79.94,66.13,2.46,66.66,53.36,0.0,24.0,0,1,2,1,7,7.8
S4974,Sara,Smith,0,18,1,,88.4,93.77,,72.59,7.54,84.8,59.8,0.0,13.2,1,1,3,1,4,7.1
S4975,John,Brown,1,23,2,97.65,87.85,86.39,82.09,56.33,6.39,63.04,58.66,3.0,11.3,0,1,4,1,9,7.9
S4976,Ali,Brown,0,20,2,53.0,69.68,94.59,90.74,89.4,2.07,50.07,75.56,1.0,26.0,0,0,2,1,4,6.2
S4977,Liam,Johnson,0,24,2,69.57,68.35,65.87,95.68,76.33,7.94,64.41,83.88,1.0,29.0,0,1,3,2,9,6.8
S4978,Ali,Jones,0,18,2,74.38,74.77,94.25,61.52,97.22,8.82,54.51,65.82,3.0,15.5,0,1,0,1,1,6.2
S4979,Maria,Smith,1,21,1,57.32,53.16,77.29,,79.47,0.59,60.97,56.52,0.0,6.0,0,0,2,2,10,7.8
S4980,Emma,Brown,1,24,2,93.39,71.56,92.2,53.92,76.14,7.72,66.66,89.93,3.0,9.5,0,1,4,1,4,4.9
S4981,Ali,Smith,1,20,2,,40.66,42.36,56.01,53.57,8.53,56.4,92.92,0.0,26.4,0,0,0,0,2,5.3
S4982,Emma,Brown,1,18,0,89.15,68.53,79.47,82.72,57.47,9.92,85.32,63.82,4.0,8.0,0,1,3,2,6,8.2
S4983,Emma,Jones,1,19,0,83.55,60.16,90.88,74.33,92.48,2.38,62.8,71.04,1.0,24.1,1,1,2,0,9,7.6
S4984,Maria,Davis,1,22,1,79.9,80.49,50.45,,99.53,3.71,83.05,54.1,0.0,20.5,0,1,2,0,2,7.7
S4985,Maria,Brown,0,18,1,59.61,78.3,79.71,71.28,70.76,9.66,79.95,61.38,2.0,23.2,1,1,4,2,2,4.5
S4986,Maria,Davis,0,18,3,61.04,62.85,89.5,56.38,90.5,0.94,94.9,88.35,2.0,11.4,0,1,3,1,1,6.4
S4987,Ali,Brown,0,19,2,,40.44,57.28,93.6,81.38,5.24,54.4,68.26,4.0,5.5,0,1,4,1,9,6.8
S4988,Omar,Williams,1,21,0,62.04,55.14,64.31,54.14,97.95,5.07,60.73,80.23,3.0,6.0,1,1,3,1,1,7.9
S4989,Maria,Jones,0,23,1,67.27,78.0,74.17,59.45,61.91,6.07,93.26,97.31,2.0,23.1,1,1,2,2,2,6.1
S4990,Liam,Johnson,0,19,2,,44.34,71.15,63.85,77.24,3.31,91.11,86.18,0.0,20.3,1,1,2,2,5,6.7
S4991,Ali,Davis,1,23,2,68.32,46.46,42.35,99.76,70.44,9.26,59.61,72.67,2.0,26.0,0,1,4,2,7,5.2
S4992,Maria,Johnson,0,18,0,87.73,78.82,45.92,70.84,77.09,2.7,55.39,68.34,3.0,15.0,0,1,0,1,9,8.2
S4993,Ahmed,Jones,1,21,1,,85.35,46.03,75.09,63.44,6.5,92.81,59.53,0.0,18.9,1,1,3,2,1,8.6
S4994,Emma,Johnson,0,20,1,89.24,59.29,55.74,88.48,74.89,4.96,58.91,87.81,4.0,24.6,0,1,3,1,8,6.3
S4995,Liam,Jones,1,18,2,98.81,69.38,54.75,81.82,81.24,2.67,93.56,55.62,4.0,17.4,0,1,3,0,1,6.2
S4996,Maria,Johnson,1,19,0,61.99,96.74,84.53,92.07,54.06,1.89,98.06,53.07,4.0,29.8,0,1,1,1,9,5.6
S4997,Sara,Davis,1,20,3,,96.73,74.36,74.32,87.15,9.57,61.04,55.24,4.0,23.6,0,1,4,1,10,5.3
S4998,Emma,Williams,0,22,3,81.09,58.45,85.84,98.61,85.33,5.61,92.02,62.15,0.0,22.1,1,1,0,2,2,6.8
S4999,Emma,Johnson,0,20,3,90.86,88.6,44.19,89.84,94.02,6.04,71.19,81.36,4.0,25.0,0,0,3,2,3,4.8
S5000,Maria,Davis,1,19,1,82.58,75.64,69.11,70.07,71.29,7.83,89.44,93.07,4.0,24.4,0,0,4,1,10,6.9
S5001,Omar,Brown,1,24,1,,98.53,59.43,69.06,53.08,0.81,70.37,99.63,3.0,10.5,0,1,0,0,4,6.8
S5002,John,Jones,0,20,1,61.4,68.66,91.0,96.47,73.07,7.14,53.52,86.57,1.0,10.3,0,1,0,1,3,7.5
S5003,Omar,Smith,0,19,1,53.5,86.48,82.47,,56.88,1.65,85.63,57.3,1.0,20.2,1,1,2,1,2,5.1
S5004,Maria,Smith,1,24,0,76.78,86.09,92.16,,82.37,7.4,57.53,63.89,3.0,15.9,0,1,4,1,5,7.5
S5005,Emma,Jones,0,18,0,99.52,69.85,42.79,87.89,52.36,1.41,96.35,56.6,3.0,26.8,1,1,3,2,2,4.1
S5006,Liam,Williams,0,24,1,86.9,87.74,83.25,,68.7,8.32,70.89,55.78,4.0,12.3,0,1,3,1,2,6.7
S5007,Sara,Johnson,0,21,2,66.37,55.66,72.4,57.96,54.14,6.81,54.1,78.39,4.0,13.3,0,1,4,1,8,8.2
S5008,Liam,Williams,1,22,3,91.36,47.34,89.5,65.96,50.17,3.86,61.42,95.34,3.0,9.2,1,1,1,2,2,7.6
S5009,Liam,Smith,1,24,2,88.45,65.51,70.43,,98.03,3.59,93.13,84.22,4.0,29.5,0,1,1,0,8,8.3
S5010,Emma,Davis,0,21,1,64.08,96.62,72.41,50.91,99.81,1.49,66.05,90.03,3.0,7.9,0,0,1,1,8,4.7
S5011,Omar,Jones,1,21,2,50.72,70.04,43.11,71.87,77.78,9.04,92.82,75.4,2.0,29.6,0,1,1,1,1,7.6
S5012,Sara,Jones,0,21,1,55.91,78.12,80.11,87.79,61.95,1.19,58.61,73.77,0.0,22.7,1,1,2,2,5,6.3
S5013,Ali,Williams,0,24,2,93.87,77.45,56.39,58.21,95.55,4.72,73.41,96.87,4.0,7.2,0,1,4,2,9,5.6
S5014,Ahmed,Davis,1,19,2,91.83,47.95,41.18,53.23,96.15,2.37,93.91,86.1,4.0,8.8,0,1,4,0,8,5.8
S5015,Emma,Williams,1,19,1,64.76,63.42,43.99,91.8,92.73,9.96,52.42,72.97,0.0,13.2,1,1,2,2,10,4.5
S5016,Maria,Johnson,1,22,3,64.26,82.42,97.44,,77.22,5.86,65.21,66.63,2.0,11.5,1,1,3,2,9,7.5
S5017,Ali,Brown,0,19,2,89.64,98.32,60.76,58.83,53.74,1.5,95.49,54.66,3.0,29.3,0,1,2,2,3,7.2
S5018,Ahmed,Davis,0,23,2,96.89,50.08,92.08,90.32,54.42,6.68,79.83,91.05,3.0,20.3,1,1,1,2,2,4.8
S5019,Maria,Brown,1,19,3,88.96,64.63,97.58,82.91,94.83,9.92,85.81,58.47,3.0,6.9,0,1,4,0,1,6.7
S5020,Liam,Johnson,1,19,1,80.28,45.71,96.6,66.71,93.79,6.05,92.11,75.75,4.0,18.1,0,1,2,1,8,4.6
S5021,John,Brown,1,19,1,62.13,54.54,92.9,68.81,71.72,4.57,76.18,81.86,0.0,27.4,1,1,1,1,8,5.6
S5022,Maria,Smith,0,18,0,76.29,62.61,93.69,57.79,66.41,2.93,92.27,87.2,0.0,15.4,0,1,1,1,8,4.2
S5023,Sara,Brown,0,22,1,61.68,72.44,57.34,91.76,82.21,0.92,81.94,54.17,3.0,21.7,0,1,0,0,3,7.1
S5024,Sara,Johnson,0,23,0,90.4,53.83,49.09,75.45,90.35,2.28,84.28,50.53,4.0,24.3,1,1,3,2,1,4.1
S5025,John,Brown,1,19,1,69.35,53.65,78.36,77.85,86.58,5.54,57.64,85.3,2.0,9.6,0,1,3,1,9,5.3
S5026,Ali,Jones,1,22,1,91.68,86.67,69.29,94.17,80.78,7.54,96.95,72.72,4.0,26.4,0,0,3,1,7,5.3
S5027,Ahmed,Williams,0,20,2,69.08,97.76,45.92,50.79,61.58,8.78,89.8,59.06,4.0,16.2,0,1,4,1,6,7.7
S5028,Maria,Smith,1,18,1,91.21,59.42,80.65,53.35,63.13,7.94,62.71,99.1,3.0,6.4,0,1,4,2,7,6.3
S5029,Sara,Jones,1,24,0,66.67,81.28,73.77,58.08,86.2,1.25,79.0,89.57,3.0,27.0,0,1,4,2,6,6.9
S5030,Ali,Jones,1,19,2,,55.48,91.78,51.5,90.13,7.73,68.82,78.93,1.0,19.1,0,1,4,1,4,5.2
S5031,John,Johnson,1,23,3,,95.68,76.55,,55.81,5.82,83.02,85.11,0.0,10.0,1,1,1,0,2,6.7
S5032,Omar,Williams,0,18,0,53.51,80.37,74.44,81.69,59.36,4.69,99.69,57.75,0.0,12.9,1,0,3,2,1,4.7
S5033,Emma,Williams,1,23,1,97.41,88.16,66.45,60.54,84.02,5.73,52.29,98.11,4.0,19.2,0,1,4,2,9,9.0
S5034,Omar,Davis,0,24,0,78.68,42.96,67.77,57.47,69.45,0.08,97.63,99.82,0.0,14.4,0,1,3,2,2,6.6
S5035,Omar,Smith,0,24,2,75.39,75.91,97.26,57.28,78.16,0.68,53.62,82.42,0.0,10.8,1,1,1,2,6,8.4
S5036,Sara,Johnson,1,18,2,91.97,71.66,48.31,,80.74,5.26,73.04,83.42,4.0,17.0,0,1,4,2,8,4.5
S5037,Liam,Smith,0,20,0,93.29,57.58,66.77,84.68,88.81,1.74,74.11,85.22,4.0,9.6,0,1,4,1,7,7.0
S5038,Liam,Davis,0,22,2,76.11,55.75,79.35,79.27,90.29,5.46,63.44,83.29,1.0,11.1,0,1,2,1,9,7.4
S5039,John,Brown,1,18,2,96.36,74.8,65.98,66.12,64.0,3.54,78.33,71.93,4.0,25.7,1,1,4,2,9,7.9
S5040,Maria,Jones,0,21,2,53.24,82.39,56.99,71.65,77.06,9.07,91.7,77.03,1.0,10.7,1,1,4,2,4,6.4
S5041,Liam,Smith,0,24,1,55.66,41.99,57.24,54.47,56.18,9.5,64.7,64.14,2.0,22.4,0,1,0,0,9,4.2
S5042,Omar,Jones,0,20,1,,74.04,54.02,99.91,92.1,9.8,53.52,72.34,1.0,11.3,0,1,1,1,10,5.3
S5043,Liam,Johnson,0,24,2,67.7,50.23,60.63,87.75,92.27,8.99,81.61,71.81,2.0,10.3,0,1,2,2,2,5.4
S5044,Omar,Brown,0,21,1,73.21,48.42,92.3,81.07,64.98,9.86,87.59,64.41,4.0,11.3,1,1,1,1,1,5.6
S5045,Ahmed,Johnson,0,20,1,66.4,77.39,70.31,79.39,58.03,7.06,97.73,89.34,1.0,16.7,0,1,4,0,6,4.5
S5046,Sara,Brown,0,24,1,70.24,58.65,54.41,75.22,53.5,9.61,57.98,70.48,1.0,8.7,0,0,4,2,4,4.0
S5047,Sara,Brown,0,21,2,91.13,66.45,63.07,62.87,78.75,6.42,95.07,77.59,4.0,7.7,1,1,2,2,4,6.6
S5048,Maria,Jones,1,21,1,79.67,61.6,46.35,61.32,54.57,8.09,74.11,57.8,1.0,23.9,0,1,1,1,10,7.7
S5049,Liam,Johnson,1,24,0,99.87,78.9,94.24,,84.03,1.32,61.79,73.75,3.0,5.6,0,1,4,1,10,5.2
S5050,Liam,Johnson,1,24,1,89.34,68.21,64.49,53.51,83.91,6.83,98.14,88.07,4.0,14.6,1,1,4,2,1,7.5
S5051,Emma,Smith,0,23,2,63.68,97.81,98.82,53.72,80.7,9.31,61.92,72.23,1.0,14.9,0,1,0,2,6,7.7
S5052,Ali,Johnson,0,18,2,63.22,61.14,60.85,78.04,93.83,5.4,86.67,77.89,4.0,27.3,0,1,1,0,3,6.1
S5053,Ahmed,Smith,0,18,2,66.79,84.42,90.18,95.99,68.91,1.87,89.24,85.09,0.0,24.4,0,1,3,2,7,6.6
S5054,Sara,Williams,1,20,1,,55.44,55.38,95.71,95.11,5.27,71.53,69.45,1.0,17.8,0,1,1,1,1,5.6
S5055,Ahmed,Williams,1,22,3,51.36,70.53,44.57,50.54,51.85,7.07,84.5,67.66,1.0,17.0,0,1,1,2,8,5.9
S5056,Sara,Williams,1,24,3,61.51,73.15,41.9,55.37,55.64,7.7,78.62,54.29,2.0,19.1,0,1,3,0,9,6.9
S5057,Ahmed,Davis,0,23,0,95.25,59.75,76.37,79.15,70.61,5.24,59.6,79.11,4.0,13.9,0,1,0,0,4,5.8
S5058,John,Johnson,1,18,3,81.99,68.31,58.69,92.42,79.7,2.17,87.99,85.35,0.0,22.5,0,1,4,2,5,6.5
S5059,Omar,Davis,1,18,2,61.34,56.76,66.61,97.72,51.62,9.27,96.4,79.06,4.0,22.2,0,1,3,1,8,7.7
S5060,Sara,Johnson,0,23,2,60.96,40.36,89.12,93.03,78.37,7.74,74.43,64.18,1.0,19.4,0,1,0,2,5,8.8
S5061,Ahmed,Smith,1,19,0,93.13,52.94,54.89,83.88,65.37,2.71,99.72,63.12,3.0,6.4,0,1,2,2,10,8.5
S5062,Liam,Davis,0,23,2,94.69,82.0,58.52,60.03,94.36,8.12,71.4,57.97,3.0,8.2,1,1,2,2,4,8.6
S5063,Ali,Davis,1,18,0,62.81,86.26,90.72,53.63,76.66,3.48,73.99,52.35,0.0,6.0,1,1,4,1,5,8.6
S5064,John,Davis,0,22,0,71.03,56.81,69.57,52.38,79.39,3.12,83.69,71.34,4.0,23.0,1,1,3,1,2,5.2
S5065,John,Brown,0,19,3,91.73,64.48,89.66,,97.28,8.63,59.29,58.03,3.0,16.9,1,1,2,2,10,8.7
S5066,Ali,Smith,0,21,1,88.55,42.24,62.47,51.81,88.21,8.73,95.1,84.54,4.0,28.9,0,1,1,2,2,5.1
S5067,Ahmed,Williams,0,23,0,90.7,54.22,63.9,86.96,71.91,3.98,90.06,98.09,3.0,28.8,0,1,0,1,1,8.3
S5068,Liam,Smith,0,21,2,75.92,86.75,50.03,85.62,73.84,0.09,93.62,53.67,1.0,25.0,1,1,2,1,4,6.9
S5069,Maria,Brown,1,19,2,95.58,76.36,94.98,,82.4,1.87,80.48,94.65,4.0,16.1,1,1,2,2,10,8.2
S5070,Ali,Johnson,0,19,1,66.3,52.35,93.81,95.33,60.01,9.09,94.19,82.89,0.0,12.9,0,1,3,2,8,8.9
S5071,Ahmed,Smith,0,19,0,57.83,55.45,99.05,,54.43,8.99,84.0,93.01,1.0,10.0,0,0,1,2,10,8.4
S5072,Ali,Davis,0,20,3,85.44,89.01,64.15,95.22,65.56,4.53,75.58,57.75,4.0,10.8,0,1,2,1,10,8.1
S5073,Ali,Williams,0,23,1,76.97,52.55,89.12,95.08,88.92,3.04,96.59,95.32,1.0,29.8,0,1,1,2,10,5.0
S5074,Sara,Williams,1,24,2,92.73,60.05,64.9,59.85,62.87,3.03,71.99,97.89,4.0,18.3,0,1,0,0,10,8.3
S5075,Ahmed,Johnson,0,22,1,54.06,79.86,67.26,69.03,56.54,8.97,75.03,95.34,0.0,5.3,0,1,0,1,2,4.8
S5076,Maria,Smith,1,22,3,92.18,73.67,89.8,56.73,60.95,3.25,58.48,89.27,4.0,6.1,0,1,0,1,7,6.6
S5077,Omar,Brown,0,21,2,64.66,67.65,50.64,88.75,83.95,5.12,97.38,54.52,1.0,16.5,0,1,4,0,8,6.5
S5078,Sara,Johnson,0,21,1,82.74,93.98,53.22,75.21,80.7,7.31,61.05,61.04,4.0,16.1,0,1,3,2,10,6.6
S5079,Ali,Smith,1,24,1,52.01,53.18,58.88,,84.42,2.09,60.07,95.66,1.0,15.1,0,0,0,2,1,7.6
S5080,Omar,Jones,1,21,2,80.48,84.49,87.29,,66.1,2.54,55.06,61.47,1.0,25.6,0,1,4,2,3,6.0
S5081,Emma,Williams,1,23,1,85.86,49.54,62.36,,95.04,3.58,72.67,67.39,3.0,22.6,0,1,4,1,6,6.3
S5082,Omar,Brown,0,18,2,68.44,76.94,61.49,99.46,72.59,6.54,63.68,52.52,0.0,7.7,0,1,3,1,7,7.3
S5083,Ali,Davis,1,21,3,,92.24,99.93,83.27,75.69,8.17,87.04,81.4,2.0,14.1,0,1,0,1,5,7.4
S5084,Ali,Brown,0,19,0,76.88,67.47,63.03,53.44,97.44,5.47,65.38,78.17,0.0,19.9,1,1,3,1,7,6.2
S5085,Liam,Davis,1,21,1,91.66,83.46,54.87,79.42,98.96,1.33,86.04,98.09,3.0,14.6,0,1,3,1,6,4.3
S5086,Ahmed,Brown,1,19,3,66.18,89.22,77.39,58.99,83.08,4.46,59.8,94.62,4.0,10.2,0,1,4,0,7,5.3
S5087,Ahmed,Williams,0,20,2,62.62,48.16,88.11,51.53,97.24,1.28,61.5,75.3,1.0,20.7,0,0,3,1,4,8.7
S5088,Sara,Davis,1,18,1,,82.35,44.18,66.75,77.08,0.88,90.31,80.47,0.0,20.1,0,1,4,1,2,8.6
S5089,Maria,Smith,1,18,1,97.46,95.19,77.13,,65.36,5.9,68.55,70.66,3.0,29.4,0,0,0,1,8,7.2
S5090,Sara,Davis,0,24,1,67.96,74.58,42.14,,65.75,9.56,55.59,56.62,2.0,19.0,0,1,3,1,1,4.9
S5091,John,Johnson,0,23,0,,51.17,71.58,68.68,77.95,8.38,98.07,93.39,0.0,26.9,0,1,4,1,4,4.5
S5092,Ali,Smith,0,23,1,,47.62,55.42,86.65,80.25,7.74,58.87,77.48,1.0,28.7,1,1,0,1,4,8.7
S5093,Omar,Johnson,1,22,1,84.96,55.58,58.4,50.81,71.98,7.27,57.51,71.27,4.0,15.9,0,1,1,2,1,8.4
S5094,Emma,Brown,1,20,0,56.43,46.21,68.03,50.74,94.19,8.97,67.92,53.42,1.0,6.3,0,1,4,2,8,6.0
S5095,Ali,Smith,1,24,2,99.25,70.8,95.63,51.47,71.33,7.53,54.78,83.27,4.0,8.6,0,1,1,1,6,7.1
S5096,Ali,Brown,1,23,0,80.4,44.18,82.64,60.97,63.67,6.27,57.78,69.98,1.0,17.6,1,1,1,2,2,8.6
S5097,Sara,Jones,1,19,0,75.04,53.4,96.21,68.7,50.4,3.65,92.32,62.68,4.0,27.3,0,1,2,1,4,4.7
S5098,Emma,Brown,0,20,1,69.11,66.39,79.6,80.39,98.53,1.01,58.58,93.84,1.0,21.4,0,1,1,2,7,7.2
S5099,Emma,Brown,1,18,0,94.93,68.43,40.43,99.3,91.22,4.61,55.57,59.18,4.0,10.0,1,1,4,1,9,8.6
S5100,Emma,Johnson,0,19,1,62.2,73.92,55.94,67.72,80.78,9.25,94.0,75.75,3.0,22.5,0,1,3,2,7,8.2
S5101,Sara,Davis,1,24,2,64.29,82.34,94.35,52.78,91.53,5.83,72.19,89.79,4.0,27.4,0,1,4,2,2,5.4
S5102,Ali,Jones,0,24,2,56.12,42.83,78.61,59.75,90.51,1.85,57.86,92.45,2.0,5.8,1,1,4,1,1,8.8
S5103,Sara,Brown,1,20,1,87.96,44.84,98.9,94.89,96.59,6.49,79.08,90.94,4.0,11.1,0,1,4,1,10,5.0
S5104,Ahmed,Brown,1,18,3,79.78,43.65,49.36,,69.3,4.65,52.08,94.83,3.0,8.8,0,1,4,1,7,5.0
S5105,Ahmed,Jones,0,23,2,80.45,65.39,57.8,89.51,77.74,9.31,71.37,57.12,0.0,24.6,1,1,4,2,9,4.5
S5106,Sara,Jones,1,19,1,60.92,42.51,61.74,56.21,54.93,1.61,79.52,97.02,0.0,27.3,0,1,1,0,2,4.6
S5107,Emma,Smith,0,19,3,82.56,84.76,59.59,,98.27,7.12,97.86,50.54,1.0,18.9,0,1,1,0,3,7.8
S5108,Liam,Johnson,1,18,2,88.27,53.38,55.12,55.61,99.26,6.82,66.32,62.8,3.0,26.2,0,1,4,2,4,5.4
S5109,Ali,Jones,1,19,2,67.89,96.35,66.61,92.86,89.45,9.84,88.25,54.2,0.0,21.4,0,1,4,0,9,8.3
S5110,Sara,Jones,0,23,2,90.07,69.18,78.54,60.5,72.71,5.65,56.63,97.28,4.0,21.4,0,0,0,0,7,8.3
S5111,Sara,Williams,1,23,0,67.44,66.78,58.68,82.16,74.83,8.72,71.68,71.2,0.0,19.5,0,1,0,2,2,4.6
S5112,Sara,Davis,0,23,1,87.91,86.83,44.78,75.81,71.77,0.25,61.16,65.76,4.0,6.3,1,1,0,1,4,6.7
S5113,Liam,Jones,1,18,1,51.69,82.79,82.51,77.22,64.67,1.23,74.62,58.35,1.0,28.4,1,1,1,0,4,7.7
S5114,Liam,Johnson,1,21,2,,76.44,67.54,59.77,76.39,3.46,70.86,57.79,1.0,13.9,1,1,4,1,4,7.4
S5115,John,Davis,1,21,1,98.48,96.11,73.39,81.76,52.67,6.19,98.99,80.7,4.0,25.1,1,1,4,2,10,4.5
S5116,Ahmed,Davis,1,24,0,99.06,65.34,67.32,52.16,99.59,4.49,95.87,52.35,3.0,25.2,1,1,4,2,7,5.6
S5117,Omar,Brown,1,24,1,64.09,88.51,93.42,99.67,71.2,2.03,79.11,79.72,2.0,29.1,1,1,4,0,6,7.1
S5118,Emma,Brown,1,19,1,72.07,62.81,73.52,51.34,96.37,5.89,58.83,88.73,1.0,13.2,0,1,0,2,2,6.9
S5119,Maria,Brown,1,23,1,53.15,90.3,95.4,52.51,86.21,5.67,77.85,80.05,1.0,29.9,0,1,0,1,10,8.1
S5120,Liam,Brown,0,19,0,93.67,55.57,70.63,66.23,64.5,5.24,89.6,91.33,3.0,12.5,0,1,4,1,2,4.3
S5121,Omar,Williams,1,18,0,78.43,57.36,57.56,91.58,61.1,0.91,51.9,63.26,2.0,16.3,1,0,3,1,3,6.4
S5122,Liam,Jones,1,19,1,69.26,80.67,61.33,62.86,99.78,9.27,71.7,53.86,4.0,22.7,0,1,3,2,10,8.2
S5123,Emma,Brown,1,22,2,55.64,52.76,71.33,73.6,88.61,5.92,52.13,86.05,2.0,8.9,1,1,0,1,1,9.0
S5124,Maria,Smith,0,21,1,97.34,53.75,71.8,,62.48,2.64,62.2,91.41,3.0,11.7,0,1,4,2,9,4.6
S5125,John,Brown,0,19,2,76.51,58.32,81.24,,53.37,6.87,54.61,75.08,3.0,23.2,0,0,3,2,7,7.2
S5126,Sara,Jones,1,19,1,64.15,80.74,53.47,80.4,84.85,3.18,98.03,91.03,3.0,29.4,1,1,0,2,7,4.0
S5127,John,Brown,1,20,2,67.51,93.36,79.53,,65.15,5.06,58.44,72.9,3.0,23.3,1,1,4,1,9,5.7
S5128,Liam,Williams,1,19,2,63.53,80.47,86.72,84.71,61.07,3.41,57.51,59.93,2.0,26.6,0,0,4,2,7,6.2
S5129,John,Johnson,0,22,3,80.09,89.67,80.6,89.27,86.75,8.8,98.6,73.72,1.0,5.9,1,1,4,2,1,5.7
S5130,Omar,Johnson,1,21,1,96.5,72.61,68.91,92.52,83.96,9.94,75.8,60.8,4.0,19.4,0,0,2,2,4,7.1
S5131,Ali,Jones,0,20,0,,44.14,99.5,56.69,74.07,1.61,87.9,73.6,4.0,27.9,1,1,3,0,9,4.1
S5132,Liam,Johnson,1,18,2,73.02,46.03,64.29,72.78,97.13,0.24,66.37,57.38,3.0,22.1,0,0,1,1,6,8.5
S5133,Liam,Johnson,0,24,3,91.32,73.26,46.4,97.35,83.98,2.19,76.64,59.28,4.0,21.9,0,1,1,1,8,5.6
S5134,Omar,Smith,0,18,1,71.16,59.67,89.29,88.6,94.67,5.9,50.34,94.15,0.0,10.1,0,1,1,2,3,4.8
S5135,Ahmed,Jones,1,21,1,62.62,53.23,52.73,55.85,59.53,1.74,70.44,55.79,0.0,26.5,1,1,1,0,6,6.2
S5136,Maria,Jones,1,24,0,99.17,67.98,82.8,75.13,64.83,8.11,77.75,61.21,4.0,26.6,0,1,2,1,4,6.6
S5137,Sara,Johnson,1,18,1,65.19,79.99,50.74,96.12,55.23,4.09,75.72,99.78,4.0,20.4,0,1,4,2,8,4.3
S5138,Omar,Johnson,1,22,1,66.19,63.1,41.01,72.0,65.23,6.11,70.29,78.8,4.0,15.7,0,1,4,1,3,8.0
S5139,Maria,Johnson,1,19,1,99.48,88.15,49.59,91.87,98.59,4.56,89.4,79.29,3.0,25.6,0,1,1,1,5,7.7
S5140,Emma,Davis,1,21,0,56.7,84.31,62.62,74.79,98.14,9.03,75.08,92.25,0.0,16.6,0,1,4,0,2,6.6
S5141,Maria,Williams,1,24,1,88.03,84.09,46.4,55.34,88.02,0.35,81.81,76.22,3.0,25.6,0,1,3,2,7,4.9
S5142,Emma,Brown,0,20,0,96.79,99.11,51.86,57.39,76.05,7.29,59.23,61.09,4.0,17.1,0,1,3,2,9,8.6
S5143,Omar,Williams,1,19,2,75.59,57.71,85.88,52.33,89.04,6.52,93.08,71.12,2.0,19.5,0,1,4,2,5,8.0
S5144,Liam,Jones,1,18,1,50.13,78.68,86.19,59.77,77.67,6.5,68.14,87.75,1.0,23.7,0,1,3,2,9,5.2
S5145,Liam,Smith,0,18,2,68.75,91.33,89.05,94.68,50.18,4.14,74.11,93.62,0.0,11.6,0,1,0,1,2,7.7
S5146,Ahmed,Brown,1,20,1,55.58,74.77,90.47,82.51,75.08,0.16,67.61,63.66,1.0,11.2,0,1,4,0,8,4.5
S5147,Omar,Smith,1,22,2,70.81,87.37,65.23,86.94,79.95,6.89,94.6,63.1,1.0,21.7,0,1,3,2,3,4.6
S5148,Emma,Davis,1,20,2,,64.87,92.05,81.08,63.29,8.29,95.04,66.38,3.0,28.8,0,1,2,1,10,6.2
S5149,Maria,Jones,1,21,2,71.94,75.43,71.56,69.33,60.16,0.85,61.21,79.81,0.0,16.2,1,1,0,1,5,7.5
